epochs,train_losses,test_losses
0,1.976110841140747,1.4435427080501209
1,1.4081051301956178,1.3907893836574579
2,1.3912702276802063,1.3851221236620914
3,1.390525422554016,1.3853513845713588
4,1.3907283214378356,1.384474306420999
5,1.3907822366714477,1.392569844075568
