epochs,train_losses,test_losses
0,0.6213759168750981,0.5067201416017159
1,0.4909072929031666,0.486655328664749
2,0.4848130457240497,0.4856899734861981
3,0.4843989339333858,0.48549629317602544
4,0.48427465960953875,0.4855613793590828
5,0.4842077648527019,0.4854019364360061
