epochs,train_losses,test_losses
0,0.20129076109456218,0.49197891843187086
1,0.17130562905331245,0.4859330945574935
2,0.16951637742974265,0.48248732347882406
3,0.16870125026000385,0.4800564426257382
4,0.1681712160290509,0.48131373410265244
5,0.16778838076060984,0.48104400468400027
6,0.16749834872675587,0.4807031084634921
7,0.16722711141141847,0.48123823157672224
