epochs,train_losses,test_losses
0,0.2030302631096499,0.6141019403973283
1,0.10397341746454493,0.5736704011214897
2,0.09646441276473536,0.5746448730739454
3,0.09290354403394285,0.566459630538399
4,0.09167134720903015,0.5659166470868513
5,0.08995323987807688,0.5514051905483939
6,0.08970886203080866,0.5682743775541894
7,0.08866326145467786,0.5756786658700245
8,0.08781070134078116,0.5674274093083417
9,0.08715900706349397,0.5616276768269017
10,0.0870968085355064,0.5499756259960122
