epochs,train_losses,test_losses
0,0.2326778501548508,0.009402282887280473
1,0.13970792736123736,0.008254304912564462
2,0.13769840824774665,0.008229086913573951
3,0.13700444120356284,0.00846716192958196
4,0.13655076929711643,0.0076253017570152145
