t,x
0.0,0.0
0.1,0.0
0.2,-0.0008941788117657113
0.30000000000000004,-0.0023661795249206256
0.4,-0.005060438168767421
0.5,-0.008126660472631875
0.6,-0.010776880259770773
0.7,-0.011393663637417189
0.7999999999999999,-0.010177232301104532
0.8999999999999999,-0.008506692343498436
0.9999999999999999,-0.006602907565638305
1.0999999999999999,-0.005712797759224767
1.2,-0.0036240517548948485
1.3,-0.0015122481021763614
1.4000000000000001,6.325814937543591e-05
1.5000000000000002,0.0004903850819058839
1.6000000000000003,-0.00011968204594669043
1.7000000000000004,-0.0002122412140959397
1.8000000000000005,-0.0008624722929352803
1.9000000000000006,-0.0010529159500397278
2.0000000000000004,-0.0014602269026442148
2.1000000000000005,-0.001980265258943217
2.2000000000000006,-0.0017308173937534554
2.3000000000000007,-0.0016789009342246983
2.400000000000001,-0.0030342718408334877
2.500000000000001,-0.006499634893401669
2.600000000000001,-0.010074815291307843
2.700000000000001,-0.0023944886937857877
2.800000000000001,0.003793179149926683
2.9000000000000012,0.005700155060809018
3.0000000000000013,0.0051801565487478865
3.1000000000000014,0.004713726578415813
3.2000000000000015,0.002315450070311646
3.3000000000000016,-0.0018105785106568785
3.4000000000000017,-0.006462909641474444
3.5000000000000018,-0.012942534114514782
3.600000000000002,-0.020585505876036057
3.700000000000002,-0.008047494415893483
3.800000000000002,-0.0013771560383711414
3.900000000000002,-0.0030340496190512023
4.000000000000002,-0.008367237135170048
4.100000000000001,-0.01455978412505856
4.200000000000001,-0.005175151569252049
4.300000000000001,0.001332118318946516
4.4,0.0030023410014614563
4.5,0.004667112700527873
4.6,0.008363475086192602
4.699999999999999,0.008902708672639996
4.799999999999999,0.006019055076816993
4.899999999999999,0.001758493152646006
4.999999999999998,-0.0020978859639171617
5.099999999999998,-0.006954114408374408
5.1999999999999975,-0.0040969792141984165
5.299999999999997,-0.003583719488746088
5.399999999999997,-0.006473200285132423
5.4999999999999964,-0.011655050095628576
5.599999999999996,-0.017177660045799226
5.699999999999996,-0.00470420191616561
5.799999999999995,0.0036176180614030766
5.899999999999995,0.006924504401212615
5.999999999999995,0.00999099866142324
6.099999999999994,0.014192787704501737
6.199999999999994,0.013284751288439312
6.299999999999994,0.00894002358960605
6.399999999999993,0.0024023952823756436
6.499999999999993,-0.004934097413035523
6.5999999999999925,-0.013319700539249486
6.699999999999992,-0.00635492635394193
6.799999999999992,-0.004387179654156418
6.8999999999999915,-0.008606301814783678
6.999999999999991,-0.01570548180057535
7.099999999999991,-0.025160530941173462
7.19999999999999,-0.01080873519751185
7.29999999999999,-0.003118306717789005
7.39999999999999,-0.0047982877163446555
7.499999999999989,-0.010765557312007453
7.599999999999989,-0.017185530243239343
7.699999999999989,-0.006830474427992866
7.799999999999988,-0.0018798613843967367
7.899999999999988,-0.0043397638813015855
7.999999999999988,-0.009916354831697682
8.099999999999987,-0.016500420851276905
8.199999999999987,-0.006385907393983543
8.299999999999986,0.000983586920428891
8.399999999999986,0.003048111937976539
8.499999999999986,0.004579841435827464
8.599999999999985,0.006679187832654791
8.699999999999985,0.006917014711616866
8.799999999999985,0.00478530830360403
8.899999999999984,0.0023196852449282198
8.999999999999984,-0.00043824083141960493
9.099999999999984,-0.0025931791740060137
9.199999999999983,-0.0050077523286566885
9.299999999999983,-0.007449646297827142
9.399999999999983,-0.009123096690906312
9.499999999999982,-0.010302183315111844
9.599999999999982,-0.012720328413606633
9.699999999999982,-0.0022368993183511827
9.799999999999981,0.005167718318839929
9.89999999999998,0.009632048502743754
9.99999999999998,0.014428855126638006
10.09999999999998,0.01967979256819493
10.19999999999998,0.017370890348644877
10.29999999999998,0.010981558681819256
10.399999999999979,0.002558671327261732
10.499999999999979,-0.007140806306761173
10.599999999999978,-0.01768829882102843
10.699999999999978,-0.007256001701112208
10.799999999999978,-0.0031732424148607124
10.899999999999977,-0.0075206843907908195
10.999999999999977,-0.01642032160667118
11.099999999999977,-0.027055031078017832
11.199999999999976,-0.010422456457328439
11.299999999999976,-0.0007955009417752457
11.399999999999975,-0.0016320110916839283
11.499999999999975,-0.0072771989366355126
11.599999999999975,-0.014129618250135756
11.699999999999974,-0.003938262824124496
11.799999999999974,0.0021543185890236646
11.899999999999974,0.0009540447249695109
11.999999999999973,-0.0017248231404602549
12.099999999999973,-0.004420426714061906
12.199999999999973,-0.0014948102444256304
12.299999999999972,0.005101290253000745
12.399999999999972,0.013949895058956403
12.499999999999972,0.025891655565828686
12.599999999999971,0.04004929782177912
12.69999999999997,0.01123648864951102
12.79999999999997,-0.0067575204789116355
12.89999999999997,-0.013835084705206252
12.99999999999997,-0.02171627452320283
13.09999999999997,-0.03458172141828965
13.199999999999969,-0.013278554468362326
13.299999999999969,-0.0005457166904752064
13.399999999999968,0.0005370211856286168
13.499999999999968,-0.0037136319285843242
13.599999999999968,-0.009053916151846465
13.699999999999967,-0.0030294547883454384
13.799999999999967,6.769200185986757e-05
13.899999999999967,0.0007184165717413551
13.999999999999966,0.0006335458263573134
14.099999999999966,0.0014477222041334057
14.199999999999966,0.0015792600525303098
14.299999999999965,3.152598480868612e-05
14.399999999999965,-0.002825258300871817
14.499999999999964,-0.006884573477647011
14.599999999999964,-0.01146086840760973
14.699999999999964,-0.003127424861288459
14.799999999999963,0.0006047025384342893
14.899999999999963,0.0022360952438657943
14.999999999999963,0.0030028837311285275
15.099999999999962,0.004594285125065315
15.199999999999962,0.00352971058622818
15.299999999999962,0.00012426962718264933
15.399999999999961,-0.005192137723259387
15.499999999999961,-0.012389878437008048
15.59999999999996,-0.020739458217589622
15.69999999999996,-0.006621433634119321
15.79999999999996,0.0004821983433206979
15.89999999999996,8.218554778635298e-05
15.99999999999996,-0.0023823184361528456
16.09999999999996,-0.004742720063383365
16.19999999999996,-0.003030694289113563
16.29999999999996,-0.003228661757359565
16.399999999999963,-0.0046604407829620685
16.499999999999964,-0.00520550799264169
16.599999999999966,-0.004768330561043046
16.699999999999967,-0.00538949483413463
16.79999999999997,-0.00727628479479723
16.89999999999997,-0.012510314240152169
16.99999999999997,-0.019999209786398922
17.099999999999973,-0.02917773403131227
17.199999999999974,-0.010882126716706828
17.299999999999976,-0.0013320645419971685
17.399999999999977,-0.0019303087494542954
17.49999999999998,-0.006910976363347542
17.59999999999998,-0.01116068903706086
17.69999999999998,-0.004563810976373695
17.799999999999983,-0.0009494819015771032
17.899999999999984,-0.00260519966552839
17.999999999999986,-0.005338385901647161
18.099999999999987,-0.007518661192809776
18.19999999999999,-0.003323927567443651
18.29999999999999,-0.003188802723898869
18.39999999999999,-0.0054728663059254844
18.499999999999993,-0.008634101240635374
18.599999999999994,-0.010958470363352695
18.699999999999996,-0.0028610889368809664
18.799999999999997,-5.930016417167927e-05
18.9,-0.0017696352033657076
19.0,-0.006500639472337087
19.1,-0.012721570850783745
19.200000000000003,-0.0050018088350739
19.300000000000004,-0.001513563787197489
19.400000000000006,-0.003858373609876957
19.500000000000007,-0.008549385064908148
19.60000000000001,-0.012494429380537126
19.70000000000001,-0.0033945436267517493
19.80000000000001,0.00026175588922397594
19.900000000000013,-0.0007656390200197248
20.000000000000014,-0.004292308012627158
20.100000000000016,-0.0067332038048196815
20.200000000000017,-0.0008181805487309486
20.30000000000002,0.0027813840594452313
20.40000000000002,0.0033950372139646143
20.50000000000002,0.0016186751021392634
20.600000000000023,-0.0015001624653483531
20.700000000000024,-0.0016430090745221842
20.800000000000026,-0.0027978045656600354
20.900000000000027,-0.0042754492952989795
21.00000000000003,-0.005919261196306655
21.10000000000003,-0.007355079377785194
21.20000000000003,-0.002253649815071297
21.300000000000033,-0.0005068018187556792
