epochs,train_losses,test_losses
0,0.28412381657893077,0.5026407827784973
1,0.1817555521047088,0.49116841615913903
2,0.1770049053702986,0.4900603906318749
3,0.1748210980775648,0.4886075519049563
4,0.1736354164987628,0.4852850771058901
5,0.17299661471004912,0.4880816671432577
6,0.17251324122462594,0.4840849287803094
7,0.17218600756445718,0.4844858922893224
