epochs,train_losses,test_losses
0,1.0576592136406475,0.9575491690782949
1,0.947710819783531,0.9348188691199678
2,0.9383705603841805,0.930621197304273
3,0.9364502579821942,0.9293536915987614
4,0.9358033873837525,0.9297967776753038
5,0.9356523071785131,0.9288913092257453
