epochs,train_losses,test_losses
0,0.23730223197865657,0.1565782109623267
1,0.14869892585806901,0.14155576144943163
2,0.14155102271717537,0.13884256061750647
3,0.13960076752073322,0.13718637222001206
4,0.13885589698165965,0.13662044649668614
