epochs,train_losses,test_losses
0,0.2417425128862155,0.14379340265777565
1,0.1407834078647589,0.13699921549442687
2,0.13786967977925058,0.1363387600838091
3,0.13702154148820844,0.13633266687829462
4,0.13660055149719846,0.13563975970283218
5,0.136226554737513,0.13502322266298838
6,0.1359919222894627,0.13509201291383824
7,0.13578980700727902,0.13568129353637268
8,0.13569018465243207,0.1344088988406517
