epochs,train_losses,test_losses
0,0.6070621363209173,0.190209815552354
1,0.16585368737651093,0.15014259077085398
2,0.1455132491374078,0.14207324641908098
3,0.14120047218257925,0.139869591523984
4,0.13979169532079913,0.13904404084553024
5,0.1392038513770441,0.138586670327423
6,0.13895063320407153,0.13862632407827402
