epochs,train_losses,test_losses
0,0.19426094901115357,0.13923257213904583
1,0.13898130653131918,0.13886550408685083
2,0.13788394119295477,0.13681600455277065
3,0.13745484155372384,0.13682315011008586
4,0.13716863823976144,0.13695392018651545
5,0.13688595741829712,0.1362610640481444
6,0.13672621885990394,0.13672520316681874
7,0.13661683856978088,0.1359250837275746
8,0.1365370727823476,0.13609292863665925
