epochs,train_losses,test_losses
0,-4.772193385173529,0.00043655183236114683
1,-6.765545488572121,0.0006375876340898685
2,-7.122905094678402,0.0005781155061849859
3,-7.312185269722939,0.000497237063886132
4,-7.469798108320236,0.0005056917254987639
