epochs,train_losses,test_losses
0,0.31148614854507617,0.16005881188865134
1,0.17269242630523757,0.14763883392707666
2,0.16315223163062864,0.14426047830232258
3,0.1583804367437338,0.14689005572026476
4,0.1568668531544783,0.14092356598194963
