epochs,train_losses,test_losses
0,0.40735699725151064,0.4537933728387279
1,0.41396184158325194,0.45533827908577457
2,0.409477618932724,0.4552404351772801
3,0.40824973440170287,0.45099088357340905
4,0.4113982105255127,0.4549163262690267
5,0.4092874526977539,0.4531808034066231
6,0.407996830701828,0.45237326333599703
7,0.4093808968067169,0.4531087202410544
8,0.4081345102787018,0.45416887537125616
9,0.4081747212409973,0.4516979177151957
